name,price,links,society,area,propertyType,bedRooms,bathRooms,additionalRooms,address,floorNum,balcony,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
"4 Bedroom House in DLF CITY, Gurgaon",12.0,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-garden-estate-dlf-city-gurgaon-3600-sq-ft-r2-spid-Q77123383,"  garden estate, dlf city, gurgaon",,house,4.0,4.0,"pooja room,servant room,study room","  garden estate, dlf city, gurgaon",3.0,3+,east,1 to 5 Year Old,"['Guru dronacharya metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Hanuman Mandir', 'Shri Shiv Shakthi Mandir', 'Central bank ATM', 'Central bank atm teste 001112', 'Icici bank ATM', 'Icici bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', ""St Stephen's Hospital Health Care Facility"", 'Krishna Family Clinic', 'Durga Poly Clinic', 'Upkar Clinic', 'Anahat Hospital', 'Sikka Maternity And Surgical Center', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Divine Look Clinic Centre 1', 'Relief Physiotherapy Clinic', ""Dr. Khullar's Dental Clinic"", 'RBS Dental Clinic', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Surgi Center Clinic', 'Darpan Skin & Mind Clinic', 'Dental Cure and Care Centre', 'Garg Dental Care', 'Asha Multispeciality Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Shri Balaji Medical Store', 'Pharmacy', 'Guardian', '98.4', 'Emaar Business Park', 'Axis bank', 'State bank of india', 'Standard chartered bank', 'PVR Cinames', 'Food Court', 'Food Court', 'Mc Donalds', 'M2M Cybernetics', 'Microsoft']","Address: Duplex Villa, DLF CITY, Gurgaon Available for sale 4bhk plus servant room duplex renovated villa in garden estate dlf phase-3 near guru dronacharya metro station. Gurgaon.
More details please contact me i have more options available in this location please contact best deal. ","['6 Wardrobe', '1 Water Purifier', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '20 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']",Q77123383
"2 Bedroom House in Manesar, Gurgaon",1.0,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-manesar-gurgaon-1620-sq-ft-spid-M80730519,"  manesar, gurgaon",180.0,house,2.0,1.0,others,"  manesar, gurgaon",1.0,2,south,10+ Year Old,"['Yadav Dental & Eye Care', 'Dr. Sahil Clinic', 'Pooja Clinic', 'Shri Rade Clinic', 'Prakash Hospital', 'Petrol pump Maitri motors', 'Petrol Pump', ""McDonald's"", ""McDonald's"", 'Rao Dhaba', 'Taikisha Engineering India PVT. LTD.']","Address:  Manesar, Gurgaon Are you planning to buy your dream home? You can consider this well-Built 2 bhk house for sale in manesar, gurgaon and make it your new address. Containing 2 bedrooms, 1 bathroom and 2 balconies, this independent house is spread over a super built up area of 180 sq.Yards. The owner of the house also...  gets 1 covered and 1 open parking slot(s) to park their car safely. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. By paying just 1 crore, you can become the proud owner of this independent house. The house provides a continuous supply of water for its residents. This is a south-Facing property.More >>","['3 Fan', '1 Sofa', '1 Geyser', '12 Light', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,M80730519
"4 Bedroom House in Malibu Town, Gurgaon",6.01,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-malibu-town-gurgaon-3600-sq-ft-spid-G80492349,"  malibu town, gurgaon",3600.0,house,4.0,4.0,"pooja room,servant room,study room,others","  malibu town, gurgaon",4.0,2,north,0 to 1 Year Old,"['Raheja Mall', 'Standard chartered ATM', 'Icici bank ATM', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Meher Clinic', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Bones Clinic - Orthopaedics', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Sukhmani Hospital Pvt. Ltd', 'Skin Clinic', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Divine Look Clinic Centre', 'Samvit Health Care', 'Medanta', 'Vatsalya Clinic', 'Dispencery', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'India Oil', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', 'India', ""Domino's Pizza"", ""Nirula's"", 'KFC', 'Nook', 'Starbucks', 'Madison and Pike', 'Delhi Public School Primary Section', 'Kamla International', 'Gurugram University', 'Amity Global School', 'Manav Rachna School', 'McKinsey & Company Gurugram Knowledge Center', 'Stryker Global Tech Center', 'Carmesi Corporate', 'McKinsey & Company', 'Manav Rachna Swimming Pool']","Address:  Malibu Town, Gurgaon 4 bhk ulltra luxury property in gurgaon 
Malibu town 
This is gated society 
Nearby all facilities available ","['1 Water Purifier', '1 Fridge', '15 Fan', '1 Exhaust Fan', '1 Dining Table', '6 Geyser', '1 Stove', '50 Light', '1 Chimney', '1 Modular Kitchen', '5 AC', '1 Curtains', '5 TV', '5 Bed', '4 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Fitness Centre / GYM', 'Club house / Community Center']",G80492349
"1 Bedroom House in New Colony, Gurgaon",2.13,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-959-sq-ft-r8-spid-E69235294,"  new colony, gurgaon",106.5,house,1.0,1.0,not available,"  new colony, gurgaon",1.0,2,south,1 to 5 Year Old,"['State bank ATM', 'Taneja Hospital', 'Geeta Nursing Home Gurgaon', 'Pearl Dental Clinic', 'Chiranjiv Hospital', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Swastik Maternity and Medical Centre', 'Ravi Clinic and Health Care Centre', 'Aryan Hospital', 'Dr. Ashok Jain', 'Bindal Clinic', 'Satyam Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'M.S Hospital', 'My Care Clinic', 'Triveni Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Bhatnagar Maternity and Nursing Home', 'Shri Gobind Hospital', 'Gurgaon Eye Centre', 'Lal Superspeciality Hospital', 'Dr. Ajay S. Gupta Clinic', 'Navjeevan Hospital and Maternity Centre', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Ankur Clinic and Maternity Home', 'Kidney Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Kharbanda Maternity and Nursing Home', 'Gupta Hospital Gurgaon', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lalit Dental Care', 'Lall Nursing and Maternity Home', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Kr Dental Hub', 'M Goel Hospital', 'Pasricha Hospital and Maternity Home', 'Verma E.N.T. Hospital', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","Address:  New Colony, Gurgaon 106.5 square yards plot, 26.9 feet front, 4 floor map passsed in a gated locality just close to park, in best location of new colony. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share o... ur 25 years experience with you.
 
 
 
 
 
 
 
 Additional details :

Piped gas facility is available.
The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 1 cars.More >>","['2 Wardrobe', '3 Fan', '60 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']",E69235294
"1 Bedroom House in New Colony, Gurgaon",2.0,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-918-sq-ft-r3-spid-Z65459938,"  new colony, gurgaon",102.0,house,1.0,1.0,not available,"  new colony, gurgaon",1.0,2,south-west,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'Hanuman Mandir', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'State bank of india ATM', 'Axis bank ATM', 'Medanta', 'Bansal Medicare and Maternity Centre', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Sukhmani Hospital Pvt. Ltd', 'Samvit Health Care', 'Ahmed Hospital Multi Speciality', 'Shivam Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Aarvy Hospital', 'Smile Plus Dental Clinic', 'Rajendra Hospital', 'Airforce Hospital', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Indian Oil', 'IBP Petrol Station', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Darbar', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Raj Restaurant', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Kendriya Vidyalaya No.2 Sohna Road', 'Manav Rachna School', 'Delhi Public School Primary Section', 'Salvan Public School', 'govt sec school', 'St. Angels Jr', 'McKinsey & Company', 'Manav Rachna Swimming Pool', 'District library gurgaon']","Address:  New Colony, Gurgaon 102 square yards plot in gated locality, 24 feet front, in best location of new colony. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and share our 25 years experience with you.
 
 
 Addition... al details :

Piped gas facility is available.
The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 2 cars.More >>","['3 Wardrobe', '5 Fan', '30 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Park', 'Visitor Parking', 'Low Density Society']",Z65459938
"2 Bedroom House in Sector 7 Extension, Gurgaon",2.3,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-7-extension-gurgaon-909-sq-ft-spid-M80566627,"  sector 7 extension, gurgaon",101.0,house,2.0,2.0,not available,"  sector 7 extension, gurgaon",2.0,2,south-west,10+ Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'Kalyan Hospital Gurgaon', 'SP Infocity', 'HUDA sector 23 parking', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Om Sweets', ""Domino's Pizza"", 'Pizza Hut', 'Cafe Coffee Day', 'Pind Baluchi', 'Moti Mahal', ""McDonald's"", 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Address:  Sector 7 Extension, Gurgaon 101 square yards double story made 2 bhk park facing house in a gated locality, well maintained house in best location of sector 7 extension. All facilities are on walking distance such as park, market, school, bank, atm, hospital, chemist etc. 
Contact us and give us an opportunity to serve you and...  share our 25 years experience with you.
 Additional details :

Piped gas facility is available.
The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 1 cars.More >>","['2 Wardrobe', '4 Fan', '21 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'False Ceiling Lighting', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society']",M80566627
"1 Bedroom House in Sector 50, Gurgaon",11.9,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-50-gurgaon-3375-sq-ft-spid-G80722695,"  sector 50, gurgaon",375.0,house,1.0,1.0,others,"  sector 50, gurgaon",1.0,1,north,1 to 5 Year Old,"['State bank ATM', 'Shri Multispeciality Hospital', 'Esic Hospital Gurugram', 'Shree Krishna Hospital Gurgaon', 'Kamla Hospital Gurgaon', 'Kr Dental Hub', 'Prateek Nursing Home And Polyclinic', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Taneja Hospital', 'Ankur Clinic and Maternity Home', 'Dr. Hitesh Dawar', 'Navjeevan Hospital and Maternity Centre', 'Dr. Madan Clinic', 'Shri Balaji Hospital and Trauma Center', 'Shiv Mahima Patient Care Bureau', 'Dev Man Kathuria Clinic', 'Mangalam Hospital and Heart Centre Gurgaon', 'Yadav Hospital Gurgoan', 'Boxer Fuel Point', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Basai dhankot railway station']","Address:  Sector 50, Gurgaon 375 sq yards corner property for sale in sector 50
Both side 12 meter road 
Corner property 
Best in class location 
North east facing property 
Best for commercial use as well 
Superb location to develop floors 
A must visit option 
Gated block 
Just near with the entry of south city 2 
Adjacent to...  nirvana country 

Call me for more details
 Additional details :

Piped gas facility is available.
The kitchen has been built with modular fittings.
 The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 1 cars.More >>","['2 Fan', '3 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Visitor Parking']",G80722695
"5 Bedroom House in Sector 49, Gurgaon",17.75,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-orchid-petals-sector-49-gurgaon-4500-sq-ft-spid-F80114715,"  orchid petals, sector 49, gurgaon",500.0,house,5.0,6.0,"servant room,study room,pooja room,store room","  orchid petals, sector 49, gurgaon",3.0,3+,north-east,5 to 10 Year Old,"['Sapphire Mall', 'Omaxe City Centre', 'BigBazaar', 'Sohna Rd', 'Kinder Care Playschool', 'Kangaroo Kids Preschool', 'shiv Mandir', 'Polaris Hospital', 'Medanta Hospital', 'Artemis Hospital', 'HDFC Bank', 'Radisson Hotel', 'SRS Cinemas']","Address: Villa, Sector 49, Gurgaon 5bhk independent villa available for sale in orchid petals, sector-49, gurgaon. This is very spacious villa constructed on 500 sq yds plot with ground, first and second floor. Fully gated society with all modern day amenities, facilities and securities. Contact us for further any details. ","['Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Airy Rooms', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",,F80114715
"2 Bedroom House in Sector 82, Gurgaon",1.3,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-vatika-india-next-sector-82-gurgaon-810-sq-ft-spid-O80153439,"  vatika india next, sector 82, gurgaon",930.0,house,2.0,2.0,others,"  vatika india next, sector 82, gurgaon",3.0,2,east,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka expressway', 'Delhi Public School', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency Hotel', 'Cricket academy']","Address: Ground Floor, Sector 82, Gurgaon This 2 bhk house for sale in sector 82 gurgaon is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. This residential house is located close to close to school, close to hospital and close to market. This house occupies a super built up area of 93... 0 sq.Ft. And contains 2 bedrooms, 2 bathrooms and 2 balconies. The houses comes with dedicated 1 open parking space(s) where you can easily park your vehicle(s). This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. The property is available for sale at a competitive price of 1.3 crore. All the modern amenities such as maintenance staff, visitor parking and park will make life easier for you. Municipal corporation and borewell/tank provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using ceramic flooring, giving it an alluring look.More >>","['2 Wardrobe', '3 Fan', '8 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Park', 'Natural Light', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']",O80153439
"3 Bedroom House in Sector 63A, Gurgaon",3.85,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-birla-navya-sector-63a-gurgaon-3150-sq-ft-spid-D80770779,"  birla navya, sector 63a, gurgaon",350.0,house,3.0,3.0,servant room,"  birla navya, sector 63a, gurgaon",4.0,3,east,0 to 1 Year Old,"['Sector 54 Chowk Metro Station', 'WorldMark Gurgaon', 'Badshahpur Sohna Rd Hwy', 'Heritage Xperiential Learning, CRPF Rd', 'Sushant University', 'W Pratiksha Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Capital Cyberscape', 'Tau DeviLal Sports Complex', 'DoubleTree by Hilton Hotel', 'De Adventure Park - farms', 'DLF Golf and Country Club']","Address:  Sector 63A, Gurgaon Check out this 3 bhk house for sale in sector 63a gurgaon, a popular residential locality that contains many of the in-Demand properties in gurgaon. Constructed on a super built up area of 350 sq.Yards, this house comprises 3 bedrooms, 3 bathrooms and 3 balconies. The owner of the house also gets 2 ... covered and 1 open parking slot(s) to park their car safely. As the property is already ready to move, so you can easily move into this 0-1 year old house. This house is owned under freehold contract. By paying just  3.85 crore, you can become the proud owner of this independent house. All the modern amenities such as maintenance staff, visitor parking, park, club house / community center, swimming pool and fitness centre / gym will make life easier for you. Municipal corporation provides a regular supply of water to this residential house. The residential house is east-Facing. The floor of this independent house is beautifully designed using vitrified flooring, giving it an alluring look.More >>","['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '21 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",D80770779
