propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,flatName,sector
"4 BHK Flatin Sector 90, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-2220-sq-ft-spid-Z79958437,4.0,  DLF Regal Gardens,2.93,2220.0,2215.0,4 Bedrooms,4 Bathrooms,,"DLF Regal Gardens Sector 90, Gurgaon",12nd   of 18 Floors,North-East,5 to 10 Year Old,"SS Omnia, Sector 86 Numberdar market, IMT Manesar Sodhi's Supermarket, Sector 82 RPS International School RHM Public School ICICI Bank ATM, Sector 86 Silver Streak Multi Speciality Aarvy Healthcare Super Speciality Miracles Apollo Cradle Hospital HDFC Bank, Pataudi Rd Canara Bank - Nawada Fatehpur State Bank of India Minda Industries Nawada Fatehpur Holiday Inn Gurugram Sector 90 M3M SCO Shop cum Office",Available 3 bhk park and sun facing apartment in a gated community by dlf,"['4 Geyser', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Intercom Facility Lift Centrally Air Conditioned Maintenance Staff Water Storage Piped-gas Swimming Pool Park Natural Light Shopping Centre Fitness Centre  GYM Rain Water Harvesting Club house  Community Center,Z79958437,"4 BHK flat in  DLF Regal Gardens ,  Sector 90",90
"4 BHK Flatin Sector 110 A, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-2000-sq-ft-spid-N79943037,4.0,  Mahdra Aura,3.2,,2000.0,4 Bedrooms,4 Bathrooms,Servant Room,"Mahindra Aura Sector 110 A, Gurgaon",19th   of 19 Floors,North-West,5 to 10 Year Old,"Global Foyer Mall,  Palam Vihar Dwarka Expy, Block D, New Palam Vihar Red Roses Public School The NorthCap University Park Hospital, Palam Vihar Indira Gandhi Intl Airport","4+1 bhk unit semi furnish, modeler kitchen, almihra, geyser, etc","['5 Fan', '1 Exhaust Fan', '11 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Lift Swimming Pool Maintenance Staff Water Storage Park Visitor Parking Fitness Centre  GYM Club house  Community Center,N79943037,"4 BHK flat in  Mahdra Aura ,  Sector 110 A",110
"4 BHK Flatin Sector 42, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-magnolias-sector-42-gurgaon-6350-sq-ft-r8-spid-U60324664,4.4,  DLF The Magnolias,42.0,6350.0,6349.0,4 Bedrooms,5 Bathrooms,"Pooja Room,Study Room,Servant Room,Others","DLF The Magnolias Sector 42, Gurgaon",16th   of 24 Floors,East,5 to 10 Year Old,Huda City Centre Metro Station Sector 53 Metro Station Ambience Public School Heritage Intl Xperiential School Summer Fields School ICICI Bank ATM Primamed Super Speciality Hospital Uma Sanjeevani Health Centre Apollo Pharmacy Rx Pharmacy Sector 42/43 Bus Stand Genpact Chowk Bus Stop Anya Gurgaon Hotel Golf View Suites Bharat Petroleum Retail Outlet,"A 4 bedroom flat, located in sector-42 gurgaon, gurgaon, is available. It is an semi-Furnished flat located in . Situated in a prominent locality. The flat is on 16th floor of the building. Aesthetically designed, this property has 5 bathroom(s). The property also has more than 3 balcony(s) and pooj...","['1 Water Purifier', '10 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '1 Stove', '50 Light', '13 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '25 Curtains', '6 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']",Centrally Air Conditioned Water purifier Security  Fire Alarm Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,U60324664,"4 BHK flat in  DLF The Magnolias ,  Sector 42",42
"3 BHK Flatin Sector 111, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tashee-capital-gateway-sector-111-gurgaon-2049-sq-ft-spid-W79519461,,  Tashee Capital Gateway,2.3,2049.0,,3 Bedrooms,3 Bathrooms,,"Tashee Capital Gateway Sector 111, Gurgaon",14th   of 14 Floors,East,0 to 1 Year Old,"Global Foyer Mall Dwarka Expy, Sai Kunj, Block A Royal Oak International School The NorthCap University Euro International School, Sector- 109 Park Hospital, Palam Vihar Indira Gandhi Intl Airport","Tashee capital gateway is one of the most popular destination for buying apartments/ flats in sector 111 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 2049 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies....","['4 Fan', '6 Light', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift High Ceiling Height Maintenance Staff Water Storage No open drainage around Bank Attached Property Piped-gas Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,W79519461,"3 BHK flat in  Tashee Capital Gateway ,  Sector 111",111
"3 BHK Flatin Sector 33, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-residences-sector-33-gurgaon-1545-sq-ft-spid-W79534475,3.6,  Unitech The Residences,2.3,,1545.0,3 Bedrooms,3 Bathrooms,Study Room,"Unitech The Residences Sector 33, Gurgaon",8th   of 14 Floors,North-East,5 to 10 Year Old,Huda Metro Station Raheja Mall Delhi Gurgaon Expressway Yaduvanshi Shiksha Niketan Sushant University Medanta The Medicity Indira Gandhi International Airport Sohna Road Orchid Business Park The Westin Gurgaon Appu Ghar Tau DeviLal Sports Complex SkyJumper Trampoline Park,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in unitech the residences that is situated in sector 33 gurgaon. The flat is north-East-Facing. Constructed on a carpet area of 1545 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building ha...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift Swimming Pool Park Shopping Centre Club house  Community Center,W79534475,"3 BHK flat in  Unitech The Residences ,  Sector 33",33
"4 BHK Flatin Sector 65, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-m3m-st-andrews-sector-65-gurgaon-6365-sq-ft-spid-X80390815,,  M3M St Andrews,16.0,6365.0,6360.0,4 Bedrooms,6 Bathrooms,"Pooja Room,Servant Room,Study Room,Store Room","M3M St Andrews Sector 65, Gurgaon",29th   of 33 Floors,North,1 to 5 Year Old,Sohna Road Pragyanam School Mittal Hospital Sparsh Hospital Ivory Block Park The Country Touch Resort De Adventure Park Badshahpur Fort,"Higher floor brand new unused 6350sq-Ft. 4bhk + den + puja ultra luxury apartment available for sale in m3m st, aandrews sector 65, gurgaonUltra-Luxury 4bhk + den + puja room in m3m st. Andrews, sector 65, gurgaonA rare opportunity to own a brand-New, unused 4bhk + den + puja room ultra-Luxuriou...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '5 Light', '1 Curtains', '1 Modular Kitchen', '3 AC', '1 Chimney', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,X80390815,"4 BHK flat in  M3M St Andrews ,  Sector 65",65
"4 BHK Flatin Sector 54, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-la-lagune-sector-54-gurgaon-3160-sq-ft-r1-spid-M76717433,3.8,  La Lagune,8.2,3160.0,3158.0,4 Bedrooms,6 Bathrooms,"Servant Room,Study Room,Pooja Room,Store Room","La Lagune Sector 54, Gurgaon",15th   of 18 Floors,North,1 to 5 Year Old,Sector 54 Chowk Metro Station Ardee Mall Golf course extension road Gurugram Public School BM College of Technology Paras Hospital IGI Airport DLF Golf and Country Club Kheri Railway station Ernst & Young Zooper India Trampoline Park,"Distress seller ready to sale fully furnished ultra luxury apartment available for sale in la lagune, dlf phase 5, gurgaon, haryanaDistress sale: Fully furnished ultra luxury apartment in la lagune, dlf phase 5, gurgaon, haryana
Property overview:Take advantage of this rare opportunity to own a ...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '4 Light', '1 Chimney', '2 TV', '1 Modular Kitchen', '4 AC', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,M76717433,"4 BHK flat in  La Lagune ,  Sector 54",54
"3 BHK Flatin Sector 62, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-2455-sq-ft-r1-spid-M77422073,3.5,  Pioneer Urban Presidia,6.0,2455.0,1656.0,3 Bedrooms,4 Bathrooms,"Study Room,Servant Room","Pioneer Urban Presidia Sector 62, Gurgaon",18th   of 27 Floors,North-East,5 to 10 Year Old,Airia Mall Golf Course Ext Road Heritage Xperiential Learning School Apex Plus Hospital Indira Gandhi International Airport Duke Horse Riding Club DoubleTree by Hilton Hotel SkyJumper Trampoline Park ZEN Golf Range & Academy PVR Drive in Theatre Surajgarh Gurgaon The Banyan Tree Hiking Area,"Pioneer urban presidia in sector-62, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 3bhk, 4bhk and 5bhk apartments availab...","['1 Wardrobe', '4 Fan', '4 Geyser', '5 Light', '1 Chimney', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Rain Water Harvesting Water softening plant Fitness Centre  GYM Club house  Community Center,M77422073,"3 BHK flat in  Pioneer Urban Presidia ,  Sector 62",62
"2 BHK Flatin Sector 103, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ansal-housing-highland-park-sector-103-gurgaon-1361-sq-ft-spid-U77410185,,  Ansal Housg Highland Park,1.09,1361.0,905.0,2 Bedrooms,2 Bathrooms,Pooja Room,"Ansal Housing Highland Park Sector 103, Gurgaon",11st   of 19 Floors,North-West,1 to 5 Year Old,Upcoming Neo Centra Mall Dwarka Expressway Highway Delhi Public School RR College Lotus Hospital Indira Gandhi International Airport Gurugram Railway Station Easy Works Office Space,"Very spacious with modular kitchen.
Call for best price- Isvr realty
Ansal highland park promises you to offer a brilliant living experience balanced with the invigorating vibrancy of everything under the sun. The project draws its inspiration from the perfect harmony between nature and people as is...","['4 Fan', '1 Exhaust Fan', '4 Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Centrally Air Conditioned Water purifier Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Private Garden  Terrace Intercom Facility Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Bank Attached Property Piped-gas Internetwi-fi connectivity Recently Renovated Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Low Density Society Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,U77410185,"2 BHK flat in  Ansal Housg Highland Park ,  Sector 103",103
"3 BHK Flatin Sector 56, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kiran-residency-sector-56-gurgaon-1786-sq-ft-spid-L80035923,,  Kiran Residency,2.38,,1786.0,3 Bedrooms,4 Bathrooms,Servant Room,"Kiran Residency Sector 56, Gurgaon",2nd   of 9 Floors,North,5 to 10 Year Old,Sector metro station Sector metro station Sector 54 chowk metro station Hong Kong Bazaar Mall Radhakrishna Shani Mandir Sanatan Dharm Mandir Icici bank ATM State bank ATM Icici bank ATM Citi bank ATM Indusind bank ATM pracksht hospital Kriti Hospital Anand Hospital Gurgaon Surgicare Hospital Gurgaon Arunodaya Deseret Eye Hospital Vatsalya Clinic HUDA Office Complex Medisca Apollo Pharmacy Intellion Park International Tech Park Heera Fuel Station HCG CNG Station Hdfc bank and atm Hdfc bank State bank of india Kotak mahindra bank Indusind bank Axis bank Icici bank Hdfc bank Hdfc bank & atm 222 Pizza Hut Wat-a-Burger Burger Singh Bikanerwala Naivedyam Restaurant Madison and Pike IILM Iilm University Sushant College of Arts & Architecture Ansal Institute of Technology Suncity School Gurugram University Unitech Business Park,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in kiran residency that is situated in sector 56 gurgaon. This property faces the north direction. The flat is over 1786 sq.Ft. Carpet area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the ...","['1 Water Purifier', '8 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '20 Light', '1 Chimney', '3 AC', '1 Modular Kitchen', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']",Lift Park,L80035923,"3 BHK flat in  Kiran Residency ,  Sector 56",56
"2 BHK Flatin Sector 67A, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-sector-67a-gurgaon-800-sq-ft-spid-V80804783,3.8,  Pyramid Urban,0.76,,800.0,2 Bedrooms,2 Bathrooms,Others,"Pyramid Urban Sector 67A, Gurgaon",Ground of 14 Floors,East,1 to 5 Year Old,"Airia Mall, Sector 68 M3M Cosmopolitan Mall Delhi Public School 67A KIIT College of Engineering Ashoka International School DPS Maruti Kunj Senior Wing The Shriram Millennium Sec 64 Pragyanam – School WorldMark Gurgaon De Adventure Park HP PETROL PUMP Sohna Rd","Check out this 2 bhk apartment for sale in pyramid urban, a popular residential project that houses in-Demand flats in sector 67a gurgaon. The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 800 sq.Ft. This flat lies on the ground ...","['4 Fan', '1 Exhaust Fan', '2 Geyser', '15 Light', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Maintenance Staff Water Storage Park Visitor Parking Shopping Centre,V80804783,"2 BHK flat in  Pyramid Urban ,  Sector 67A",67
"2 BHK Flatin Sector 86, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-elite-sector-86-gurgaon-574-sq-ft-spid-L80218919,,  Pyramid Elite,0.65,,573.54,2 Bedrooms,2 Bathrooms,,"Pyramid Elite Sector 86, Gurgaon",7th   of 14 Floors,East,1 to 5 Year Old,V3S Sapphire Ninety Garhi Harsaru Junction Euro International School SGT University Silver Streak Multi Speciality Hospital Indira Gandhi International Airport Garhi Harsaru Junction Hyatt Regency Gurugram Wet n Wild Manesar Golf Course Nakhrola Stadium,"Pyramid elite is one of the most popular destination for buying apartments/ flats in sector 86 gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a carp...","['4 Fan', '1 Exhaust Fan', '10 Light', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Lift High Ceiling Height Park Shopping Centre Club house  Community Center,L80218919,"2 BHK flat in  Pyramid Elite ,  Sector 86",86
"3 BHK Flatin Sector 88B, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-xpressions-sector-88b-gurgaon-1575-sq-ft-spid-Y79168569,3.7,  Vatika Xpressions,1.88,1575.0,1555.0,3 Bedrooms,3 Bathrooms,Others,"Vatika Xpressions Sector 88B, Gurgaon",1st   of 3 Floors,South-East,1 to 5 Year Old,"Dwarka Expressway Adarsh public school,Garhi Harsaru Excellere World School PHC Garhi Harsaru Aman Hospital & Surgical Centre Garhi Harsaru Junction Neemrana Palace","Located in the popular residential address of sector 88b gurgaon, vatika xpressions is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a east-Facing property. The flat is over 1575 sq.Ft. Super built up area and ...","['3 Geyser', '2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Power Back-up Feng Shui  Vaastu Compliant Intercom Facility Lift Swimming Pool Maintenance Staff Park Security Personnel Fitness Centre  GYM Club house  Community Center Rain Water Harvesting,Y79168569,"3 BHK flat in  Vatika Xpressions ,  Sector 88B",88
"3 BHK Flatin Sector 70A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1830-sq-ft-spid-Y79205167,3.9,  Paras Irene,2.93,1830.0,,3 Bedrooms,3 Bathrooms,Servant Room,"Paras Irene Sector 70A, Gurgaon",2nd   of 20 Floors,North,5 to 10 Year Old,Airia Mall Golf Course Ext Rd NH-8 DPG Institute of Technology Pragyanam - School W Pratiksha Hospital Indira Gandhi International Airport Bhondsi Nature Park Aravali Horse Riding Club IMT Manesar Holiday Inn Gurugram Sector 90 De Adventure Park Golden Greens Golf & Resorts PVR Drive in Theatre F9 Go Karting Gurgaon,"Located in the popular residential address of sector 70a gurgaon, paras irene is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is north-Facing direction. Containing 3 bedroom(s), 3 bathrooms and m...","['3 Wardrobe', '4 Fan', '3 Geyser', '4 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Lift Swimming Pool Maintenance Staff Water Storage Park Visitor Parking Shopping Centre Fitness Centre  GYM Club house  Community Center,Y79205167,"3 BHK flat in  Paras Irene ,  Sector 70A",70
"2 BHK Flatin Sector 86, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-urban-homes-2-sector-86-gurgaon-601-sq-ft-spid-K79600603,,  Pyramid Urban Homes 2,0.7,,601.0,2 Bedrooms,2 Bathrooms,,"Pyramid Urban Homes 2 Sector 86, Gurgaon",7th   of 13 Floors,East,1 to 5 Year Old,V3S Sapphire Ninety National highway 48 Euro International School SGT University MET Hospital Indira Gandhi International Airport Garhi Harsaru Junction Hyatt Regency Gurugram Wet n Wild Manesar Golf Course Nakhrola Stadium,"It's 2bhk with 2 toilet apartment in pyramid urban homes, sector 86, gurgaon. It's semi furnished flat available for sale.
Call us for more details and site visit.
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is ava...","['2 Wardrobe', '3 Fan', '2 Geyser', '5 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Intercom Facility Lift Maintenance Staff Water Storage Recently Renovated Visitor Parking Park Natural Light Airy Rooms Spacious Interiors Shopping Centre Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,K79600603,"2 BHK flat in  Pyramid Urban Homes 2 ,  Sector 86",86
"3 BHK Flatin Sector 80, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-frontier-sector-80-gurgaon-2262-sq-ft-spid-G79725545,3.7,  Godrej Frontier,2.35,2262.0,,3 Bedrooms,4 Bathrooms,Pooja Room,"Godrej Frontier Sector 80, Gurgaon",7th   of 18 Floors,North-East,5 to 10 Year Old,Pooja Clinic Dr. Sahil Clinic Prakash Hospital Shri Rade Clinic Petrol Pump Petrol Pump Indian Oil Petrol pump Maitri motors Petrol Pump Indian Oil Rao Dhaba McDonald's McDonald's,"Located in the popular residential address of sector 80 gurgaon, godrej frontier is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. The flat occupies a super built up area of 2262 sq.Ft. Th...","['3 Fan', '1 Exhaust Fan', '9 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Feng Shui  Vaastu Compliant Intercom Facility Lift Water purifier High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Recently Renovated Piped-gas Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Shopping Centre Fitness Centre  GYM Waste Disposal Rain Water Harvesting Club house  Community Center Water softening plant,G79725545,"3 BHK flat in  Godrej Frontier ,  Sector 80",80
"3 BHK Flatin Sector 30, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-world-spa-west-sector-30-gurgaon-2807-sq-ft-spid-S80410903,,  Unitech The World Spa West,6.75,2807.0,,3 Bedrooms,3 Bathrooms,Servant Room,"Unitech The World Spa West Sector 30, Gurgaon",10th   of 29 Floors,East,10+ Year Old,Huda City Centre DT Star Mall Ardee Mall CENTRAL M G Road Ryan International School Orchids The International School Fortis Healthcare Limited Medanta -The Medicity Alpine Hospital Civil Hospital Axis Bank Allahabad Bank Kidzee 24SEVEN,"This 3 bhk flat is located in unitech the world spa west, which houses some of the most spacious flats in sector 30 gurgaon. The flat is facing the east direction. Constructed on a super built up area of 2807 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total ...","['3 Wardrobe', '9 Fan', '1 Exhaust Fan', '15 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Power Back-up Intercom Facility Lift Swimming Pool Separate entry for servant room Park Internetwi-fi connectivity Fitness Centre  GYM Club house  Community Center Waste Disposal,S80410903,"3 BHK flat in  Unitech The World Spa West ,  Sector 30",30
"4 BHK Flatin Sector 78, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-umang-monsoon-breeze-sector-78-gurgaon-2359-sq-ft-spid-M79673435,3.8,  Umang Monsoon Breeze,2.4,2359.0,2000.0,4 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Umang Monsoon Breeze Sector 78, Gurgaon",8th   of 12 Floors,North,5 to 10 Year Old,Proposed Metro Station Mahapal Shing National Highway 8 IGD Primary Health Care HDFC Bank PCL Logistics JW Mariott,"4bhk with lots of interior work available with 3 side open view middle floor with ready to shift features
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay co...","['3 Wardrobe', '7 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '9 Light', '5 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']",Security  Fire Alarm Power Back-up Feng Shui  Vaastu Compliant Lift High Ceiling Height Maintenance Staff False Ceiling Lighting Water Storage Separate entry for servant room No open drainage around Piped-gas Internetwi-fi connectivity Visitor Parking Swimming Pool Park Security Personnel Natural Light Airy Rooms Spacious Interiors Waste Disposal Rain Water Harvesting Water softening plant Shopping Centre Fitness Centre  GYM Club house  Community Center,M79673435,"4 BHK flat in  Umang Monsoon Breeze ,  Sector 78",78
